facility_id_cphl,Facility_CPHL,Level,Hub,DHIS2_Facility_Sync,Level_DHIS2,Facility_uid,Coordinates_DHIS2,Ownership_DHIS2,Authority_DHIS2,Subcounty_DHIS2,Subcounty_uid,District_CPHL,District_DHIS2,District_uid,Region_CPHL,Region_DHIS2,Region_uid
,Lwanjusi HC III,HC III,Rakai Hub,Lwanjusi HC III,HC III,roJb8A7yXNm,"[34.21674,0.82858]",Government,MOH,Busukuya Sub County,JIZDvNlIhXS,Manafwa,Manafwa District,JIZDvNlIhXS,Mid Eastern,Eastern Region,adZ6T35ve4h
,Lwankoni HC III,HC III,Kiboga Hub,Lwankoni HC III,HC III,FuOuXP2WFU8,"[31.66538,-0.459632]",Government,MOH,Lwankoni Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Lwebitakuli HC III,HC III,Nakasongola Hub,Lwebitakuli Gvt HC III,HC III,T7UcwZlbp1F,"[31.35194,-0.25563]",Government,MOH,Lwebitakuli Subcounty,j7AQsnEYmvi,Ssembabule,Sembabule District,j7AQsnEYmvi,Central 1,Central Region,VA90IqaI4Ji
,Lwembajjo HC III,HC III,Rakai Hub,Lwembajjo HC II,HC II,U4XL5jXfjTk,"[31.20943,-0.77626]",Government,MOH,Kyalulangira Subcounty,P8iz90eiIrW,Rakai,Rakai District,P8iz90eiIrW,Central 1,Central Region,VA90IqaI4Ji
,Lwemiyaga HC III,HC III,Mbale Hub,Lwemiyaga HC III,HC III,ioBktjTQgyS,"[31.15090,0.189659]",Government,MOH,Lwemiyaga Subcounty,j7AQsnEYmvi,Ssembabule,Sembabule District,j7AQsnEYmvi,Central 1,Central Region,VA90IqaI4Ji
,Lwengenyi HC III,HC III,Tororo Hub,Lwengenyi HC II,HC II,rhzvuShf7zI,"[31.29033,-0.41645]",Government,MOH,Lwengo-Malongo Subcounty,aqpd0Y9eXZ2,Lyantonde,Lwengo District,aqpd0Y9eXZ2,Central 1,Central Region,VA90IqaI4Ji
,Lwengo HC IV,HC III,Rakai Hub,Lwengo HC IV,HC IV,oFI3thMRN4h,"[31.44103,-0.43718]",Government,MOH,Lwengo Subcounty,aqpd0Y9eXZ2,Lwengo,Lwengo District,aqpd0Y9eXZ2,Central 1,Central Region,VA90IqaI4Ji
,Lweza HC III (NGO),HC III,Ssembabule Hub,Lweza St. Magdalene HC II,HC II,agbPN1RrHTs,0,Private Not For Profit,UCMB,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Lyakajura HC III,,Rakai Hub,Lyakajura HC II,HC II,e3pk4rlUWj7,"[31.29376,-0.18410]",Government,MOH,Mpumudde Subcounty,aPRNSGUR3vk,Nakaseke,Lyantonde District,aPRNSGUR3vk,Central 2,Central Region,VA90IqaI4Ji
,Lyama HC III,HC III,Ssembabule Hub,Lyama HC III,HC III,z2Ye13P7ajL,"[33.93031,0.98664]",Government,MOH,Lyama Subcounty,kb7iUQISRlx,Budaka,Budaka District,kb7iUQISRlx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Lyantonde Hospital ,HC III,Lyantonde Hub,Lyantonde Hospital,General Hospital,Gje6ykVPZKQ,"[31.15287,-0.39364]",Government,MOH,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde,Lyantonde District,aPRNSGUR3vk,Central 1,Central Region,VA90IqaI4Ji
,Lyantonde Muslim HC III,HC IV,Lwengo Hub ,Lyantonde Muslim HC III,HC III,RYMEkOh45MP,"[31.15910,-0.40611]",Private Not For Profit,0,Lyantonde Town Council,aPRNSGUR3vk,Lyantonde,Lyantonde District,aPRNSGUR3vk,Central 1,Central Region,VA90IqaI4Ji
,Maaji A HC II,HC III,Entebbe Hub,Maaji A HC II,HC II,Lq5bORbEZDi,"[31.613992,3.267129]",Private Not For Profit,0,Ukusijoni Subcounty,QYiQ2KqgCxj,Adjumani,Adjumani District,QYiQ2KqgCxj,West Nile,Northern Region,pz9Uu65Irbg
,Maanyi HC III,HC III,Lyantonde Hub,Maanyi HC III,HC III,tKfAzzZrSC7,"[31.96600,0.26581]",Government,MOH,Maanyi Subcounty,Q7PaNIbyZII,Mityana,Mityana District,Q7PaNIbyZII,Central 2,Central Region,VA90IqaI4Ji
,Mabaale HC III,HC III,Mbale Hub,Mabaale HC III,HC III,b5Ty8QKKPVI,"[30.919435,1.054514]",Government,MOH,Mabaale Subcounty,orgY0d5MJa9,Kagadi,Kagadi District,orgY0d5MJa9,Mid Western,Western Region,auJdpeHbeet
,Mabona HC III,Hospital,Lyantonde Hub,Mabona HC III,HC III,akpD9KoxPcB,"[30.77974,-0.83666]",Government,MOH,Isingiro Town Council,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Maddu HC IV,HC III,Lyantonde Hub,Maddu HC IV,HC IV,r7ugOoXi8F1,"[31.66908,0.21294]",Government,MOH,Maddu Subcounty,lQj3yMM1lI7,Gomba,Gomba District,lQj3yMM1lI7,Central 1,Central Region,VA90IqaI4Ji
,Madi Opei HC IV ,HC II,Adjumani Hub,Madi-Opei HC IV,HC IV,Z3lDSWMFUyS,"[33.08724,3.60708]",Government,MOH,Madi Opei Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
,Madudu HC III,HC III,Mityana Hub,Madudu HC III,HC III,Y5ighgzxrUT,"[31.53763,0.80855]",Government,MOH,Madudu Subcounty,lzWuB6bCQeV,Mubende,Mubende District,lzWuB6bCQeV,Central 2,Central Region,VA90IqaI4Ji
,Magada HC III,HC III,Kagadi Hub,Magada HC III,HC III,bfvn50ACB0b,"[33.72446,0.891340]",Government,MOH,Magada Subcounty,esIUe2tQAtL,Namutumba ,Namutumba District,esIUe2tQAtL,East Central,Eastern Region,adZ6T35ve4h
,Magala HC III,HC III,Rwekubo Hub,Magala HC III,HC III,WqoBdlGeBgn,"[32.06745,0.38688]",Government,MOH,Mityana Town Council,Q7PaNIbyZII,Mityana,Mityana District,Q7PaNIbyZII,Central 2,Central Region,VA90IqaI4Ji
,Magamaga HC III,HC IV,Maddu Hub ,Magamaga HC III,HC III,abg74s2NDzQ,"[33.17581,0.62954]",Government,MOH,Buwenge Subcounty,aJR2ZxSH7g4,Jinja,Jinja District,aJR2ZxSH7g4,East Central,Eastern Region,adZ6T35ve4h
,Magoro HC III,HC IV,Madi Opei Hub,Magoro HC III,HC III,VZvZyX8jBB4,"[34.101147,1.733699]",Government,MOH,Magoro Subcounty,cSrCFjPKqcG,Katakwi ,Katakwi District,cSrCFjPKqcG,North East,Eastern Region,adZ6T35ve4h
,Mahango HC III,HC III,kassanda Hub,Mahango HC III,HC III,UshPWo8oKzc,"[29.997798,0.13037]",Government,MOH,Mahango Subcounty,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Mahyoro HC III,HC III,Bumanya Hub,Mahyoro Gvt HC III,HC III,S1tbgD2FoFD,"[30.25751,0.057080]",Government,MOH,Mahyoro Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
,Majira HC III,HC III,Mityana Hub,,,,,,,,,Bulambuli,,,Mid Eastern,,
,Makathi HC II,HC III,Jinja Hub,,,,,,,,,Kasese,,,Mid Western,,
,Makhonje HC III,HC III,Katakwi Hub,Makhonje HC III,HC III,fe5T2gr64Y5,0,Government,MOH,Busiu Subcounty,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Makindu HC III,HC III,Kilembe Mines Hub,Makindu HC III,HC III,CqBb08p28JJ,"[33.08672,0.28880]",Government,MOH,Najja Subcounty,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Makiro HC III,HC III,Rukunyu Hub ,Makiro HC III,HC III,TN8jN40Os3d,"[29.751039,-0.917324]",Private Not For Profit,UCMB,Kanungu Town Council,aphcy5JTnd6,Kanungu,Kanungu District,aphcy5JTnd6,South Western,Western Region,auJdpeHbeet
,Makondo HC II,HC III,,Makondo HC II,HC III,c4QCM3YpqqE,"[31.43010,-0.58601]",Private Not For Profit,UCMB,Ndagwe Subcounty,aqpd0Y9eXZ2,Lwengo,Lwengo District,aqpd0Y9eXZ2,Central 1,Central Region,VA90IqaI4Ji
,Makonge HC III,HC II,Kilembe Mines Hub,Makonge HC III,HC IV,BIiLhy7eYLl,"[33.14999,0.27089]",Private Not For Profit,UPMB,Najja Subcounty,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Makonje HC II St Franciska,HC III,Mbale Hub,St. Franciska Makonje HC II,HC II,MDbjlGxazdQ,"[30.65478,-0.46044]",Private Not For Profit,UCMB,Rubaya Subcounty (Mbarara),auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Makonzi HC III,HC III,Kawolo Hub,Makonzi HC II,HC II,SzkdofjSTEj,"[31.82765,0.59466]",Private Not For Profit,UPMB,Kassanda Subcounty,lzWuB6bCQeV,Mityana,Mubende District,lzWuB6bCQeV,Central 2,Central Region,VA90IqaI4Ji
,Makukuulu HC III,HC III,Kanungu Hub,,,,,,,,,Bukomansimbi,,,Central 1,,
,Makulubita HC III,HC II,Lwengo Hub ,Makulubita HC III,HC III,xjHpvNlTb1J,"[32.521272,0.934011]",Government,MOH,Makulubita Subcounty,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
,Makuutu HC III,HC III,Kawolo Hub,Makuutu HC III,HC III,SL6MqJXGcbv,"[33.59203,0.49946]",Government,MOH,Makutu Subcounty,oNxpMjveyZt,Iganga,Iganga District,oNxpMjveyZt,East Central,Eastern Region,adZ6T35ve4h
,Malaba HC III,HC II,Mbarara Hub,Malaba HC III,HC III,F1z2KNSzz86,"[34.26549,0.641]",Government,MOH,Malaba Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Malangala HC III,HC III,Mityana Hub,Malangala HC III,HC III,qrvgF3UwZzS,"[32.22912,0.37636]",Government,MOH,Malangala Subcounty,Q7PaNIbyZII,Mityana,Mityana District,Q7PaNIbyZII,Central 2,Central Region,VA90IqaI4Ji
,Malera HC III,HC III,Ssembabule Hub,Malera HC III,HC III,EdfrvsY7Giu,"[34.049877,1.437915]",Government,MOH,Malera Subcounty,tdZbtg9sZkO,Bukedea,Bukedea District,tdZbtg9sZkO,North East,Eastern Region,adZ6T35ve4h
,Maliba HC III,HC III,Luwero Hub,Maliba HC III,HC III,Nre05wUvCJL,"[30.109565,0.336255]",Private Not For Profit,UPMB,Maliba Subcounty,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Malongo HC III,HC III,Iganga Hub,Malongo HC III,HC III,ao6V9sOp2DA,"[33.48521,0.22638]",Government,MOH,Mayuge Malongo Subcounty,mv4gKtY0qW8,Mayuge,Mayuge District,mv4gKtY0qW8,East Central,Eastern Region,adZ6T35ve4h
,Malukhu HC III,HC III,Tororo Hub,Malukhu HC III,HC III,V2x1UIpO46L,0,Government,MOH,Industrial Division,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mamba HC II,HC III,Mityana Hub,Mamba HC II,HC II,SfqoAfHZm8l,"[31.82428,0.25287]",Government,MOH,Kyegonza Subcounty,lQj3yMM1lI7,Gomba,Gomba District,lQj3yMM1lI7,Central 1,Central Region,VA90IqaI4Ji
,Mantoroba HC II,HC III,Atutur Hub,Mantoroba HC II,HC II,ntpmcM5sv9V,"[30.10903,0.80054]",Private Not For Profit,UPMB,Ntotoro Subcounty,g8M1cWRJZV6,Bundibugyo,Bundibugyo District,g8M1cWRJZV6,Mid Western,Western Region,auJdpeHbeet
,Manya HC III,HC III,Kilembe Mines Hub,,,,,,,,,Rakai,,,Central 1,,
,Marah HC III,HC III,Kigandalo hub,Marah HC II,HC II,O2MrHIZZJoi,"[34.08147,1.07508]",Private Not For Profit,0,Kamonkoli Subcounty,kb7iUQISRlx,Budaka,Budaka District,kb7iUQISRlx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Maranatha HC II,HC III,Mbale Hub,Maranatha HC III,HC III,VWrdPPDI0XP,0,Private For Profit,Local Government,Karambi Subcounty (Kabarole),m77oR1YJESj,Kabarole,Kabarole District,m77oR1YJESj,Mid Western,Western Region,auJdpeHbeet
,Maria Assumpta,HC II,Maddu Hub ,MARIA ASSUMPTA HC III,HC III,F3r8Fr87Bnx,"[31.99417,0.12088]",Private Not For Profit,UCMB,Bulo Subcounty,a3LMKP8z8Xj,Butambala,Butambala District,a3LMKP8z8Xj,Central 1,Central Region,VA90IqaI4Ji
,Mariana Maternity Home,HC II,Bundibugyo Hub,Mariana Maternity home HC II,HC II,F6LTGXb5o1a,0,0,Local Government,Wobulenzi Town Council,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
,Marine Military HC II,HC III,Rakai Hub,Marine MILITARY,HC II,O4srstZgm0D,"[31.36374,1.79114]",Private Not For Profit,Army,Butiaba Subcounty,CQTmrrriwOq,Buliisa,Buliisa District,CQTmrrriwOq,Mid Western,Western Region,auJdpeHbeet
,Mary Land HC III,HC III,Mbale Hub,Maryland Kocoa HC III,HC III,ytpNGyNQyIv,"[31.81995,3.36518]",Private Not For Profit,UCMB,Pakele Subcounty,QYiQ2KqgCxj,Adjumani,Adjumani District,QYiQ2KqgCxj,West Nile,Northern Region,pz9Uu65Irbg
,Masafu Hospital,HC II,FortPortal Hub,Masafu General Hospital,General Hospital,XLCbIsJWmxG,"[34.033824,0.415303]",Government,MOH,Masafu Subcounty,lkuO79O6mRx,Busia,Busia District,lkuO79O6mRx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Masajja HC III,Special Clinic,Gombe Hub,Masajja Kyabagu HC III,HC III,aZG2lfuAtrU,"[32.581496,0.264725]",Private For Profit,UPMB,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Masaka Municipal Council HC II,Special Clinic,Luwero Hub,Masaka Mun. Council HCII,HC II,fBndBN2WUYM,"[31.73807,-0.33926]",Government,MOH,Katwe-Butego Division,bIONCoCnt3Q,Masaka,Masaka District,bIONCoCnt3Q,Central 1,Central Region,VA90IqaI4Ji
,Masaka Police Clinic,HC II,Buliisa Hub,Masaka Police HC II,HC II,SWWHTLQjZXW,"[31.73446,-0.34398]",Government,Police,Kimanya-Kyabakuza Division,bIONCoCnt3Q,Masaka,Masaka District,bIONCoCnt3Q,Central 1,Central Region,VA90IqaI4Ji
,Masaka Prision HC III,HC III,Adjumani Hub,Masaka Prisons Clinic HC III,HC III,hMXCTcwH9XJ,"[31.73442,-0.34567]",Government,Prisons,Kimanya-Kyabakuza Division,bIONCoCnt3Q,Masaka,Masaka District,bIONCoCnt3Q,Central 1,Central Region,VA90IqaI4Ji
,Masaka R R Hospital,Hospital,Masafu Hub,Masaka REGIONAL REF HOSPITAL,RR Hospital,vX6kcAwvaS0,"[31.7344,-0.3294]",Government,MOH,Kimanya-Kyabakuza Division,bIONCoCnt3Q,Masaka,Masaka District,bIONCoCnt3Q,Central 1,Central Region,VA90IqaI4Ji
,Masindi Army Barracks,HC III,Entebbe Hub,Masindi Military/Army Barracks HC IV,HC IV,a4dl1FKIVQJ,"[31.72969,1.69814]",Government,Army,Masindi Central Division,xr8EMirOASp,Masindi ,Masindi District,xr8EMirOASp,Mid Western,Western Region,auJdpeHbeet
,Masindi Hospital,HC IV,Masaka Hub,Masindi Hospital,General Hospital,esxeUWbV3si,"[31.71605,1.68414]",Government,MOH,Masindi Central Division,xr8EMirOASp,Masindi ,Masindi District,xr8EMirOASp,Mid Western,Western Region,auJdpeHbeet
,Masindi Kitara Medical Center,Special Clinic,Masaka Hub,Masindi Kitara Medical Centre  HC II,HC III,fYKuOZQWyuf,"[31.70926,1.68822]",NGO,UPMB,Masindi Central Division,xr8EMirOASp,Masindi ,Masindi District,xr8EMirOASp,Mid Western,Western Region,auJdpeHbeet
,Masindi Military Hospital,HC III,Masaka Hub,Masindi Military/Army Barracks HC IV,HC IV,a4dl1FKIVQJ,"[31.72969,1.69814]",Government,Army,Masindi Central Division,xr8EMirOASp,Masindi ,Masindi District,xr8EMirOASp,Mid Western,Western Region,auJdpeHbeet
,Masindi Port HC III,Hospital,Masaka Hub,Masindi Port HC III,HC III,PwHIdfpqYWi,"[32.07821,1.69823]",Government,MOH,Masindi Port Subcounty,B0G9cqixld8,Kiryandongo,Kiryandongo District,B0G9cqixld8,Mid Western,Western Region,auJdpeHbeet
,Masira HC III,Special Clinic,Masindi Hub,Masira HC III,HC III,CHqwTZx7Pym,"[34.37704,1.28887]",Government,MOH,Masiira Subcounty,auLatLbcOxf,Bulambuli,Bulambuli District,auLatLbcOxf,Mid Eastern,Eastern Region,adZ6T35ve4h
,Masiyompo HC III,Hospital,Masindi Hub,Masiyompo HC III,HC III,m1B0rCFe5za,"[34.39112,1.12912]",Private Not For Profit,Local Government,Sironko Masaba Subcounty,wJ2a6YKDFZW,Sironko,Sironko District,wJ2a6YKDFZW,Mid Eastern,Eastern Region,adZ6T35ve4h
,Masolya HC II,,Masindi Hub,Masolya HC II,HC II,FJF7Vx7pjWL,0,Government,MOH,Jagusi Sub county,mv4gKtY0qW8,Mayuge,Mayuge District,mv4gKtY0qW8,East Central,Eastern Region,adZ6T35ve4h
,Matanda HC III,Hospital,Masindi Hub,Matanda HC III,HC III,Sfu2d1yi02W,"[29.74493,-0.65037]",Government,MOH,Kihiihi Subcounty,aphcy5JTnd6,Kanungu,Kanungu District,aphcy5JTnd6,South Western,Western Region,auJdpeHbeet
,Matany Hospital,HC III,kiryandongo Hub,Matany Hospital,General Hospital,rAvayhLZRhY,"[34.40159,2.37929]",Private Not For Profit,UCMB,Matany Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
,Mateete HC III ,HC III,Kapchorwa Hub,Mateete HC III,HC III,ajiOvkBSZBh,"[31.52246,-0.24067]",Government,MOH,Mateete Town Council,j7AQsnEYmvi,Ssembabule,Sembabule District,j7AQsnEYmvi,Central 1,Central Region,VA90IqaI4Ji
,Matuma HC III,HC III,Budadiri Hub ,Matuma HC III,HC III,MkD1c6jagfl,"[31.10555,3.52092]",Government,MOH,Kei Subcounty,W1JM2Qdhcv3,Yumbe,Yumbe District,W1JM2Qdhcv3,West Nile,Northern Region,pz9Uu65Irbg
,Mawujjo HC II,HC II,Iganga Hub,Mawujjo HC II,HC II,lcBEpZG4m9x,"[31.33561,0.40205]",Government,MOH,Kigando Subcounty,lzWuB6bCQeV,Mubende,Mubende District,lzWuB6bCQeV,Central 2,Central Region,VA90IqaI4Ji
,Mawuki HC II,HC III,Kanungu Hub,Mawuki HC II,HC II,MGA4eDHuCG9,"[31.86857,0.12175]",Government,MOH,Kabulasoke Subcounty,lQj3yMM1lI7,Gomba,Gomba District,lQj3yMM1lI7,Central 1,Central Region,VA90IqaI4Ji
,Mayanja Memorial Hospital,Hospital,Matany Hub,Mayanja Memorial Hospital,General Hospital,ag4c3yS7T5g,"[30.67166,-0.59024]",Private Not For Profit,0,Kakoba Division,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Mayirye HC III,HC III,Ssembabule Hub,Mayirye (Arch Bishop Kiwanuka) HC III,HC III,MGoloBUb8vi,"[32.14524,0.27210]",Private Not For Profit,UCMB,Kakindu Subcounty,Q7PaNIbyZII,Mityana,Mityana District,Q7PaNIbyZII,Central 2,Central Region,VA90IqaI4Ji
,Mayuge HC III (Bugiri),HC III,Yumbe Hub,,,,,,,,,Bugiri,,,East Central,,
,Mayuge HC III (Mayuge),HC II,Mubende Hub,Mayuge HC III,HC III,qkq6TBG0tnA,"[33.47756,0.46012]",Government,MOH,Mayuge Town Council,mv4gKtY0qW8,Mayuge,Mayuge District,mv4gKtY0qW8,East Central,Eastern Region,adZ6T35ve4h
,Maziba HC IV,HC II,Maddu Hub ,Maziba Gvt HC IV,HC IV,KlGGom62gxM,"[30.10711,-1.32079]",Government,MOH,Maziba Subcounty,zBIpPzKYFLp,Kabale,Kabale District,zBIpPzKYFLp,South Western,Western Region,auJdpeHbeet
,Mazinga HC III,Hospital,Mbarara Hub,Mazinga HC III,HC III,vM7d3ZWWl42,"[32.32960,-0.66731]",Government,MOH,Mazinga Subcounty,JrHILmtK0OU,Kalangala,Kalangala District,JrHILmtK0OU,Central 1,Central Region,VA90IqaI4Ji
,Maziriga HC II,HC III,Mityana Hub,Maziriga HC II,HC II,tOS4NFR78ex,"[33.77576,0.32726]",Government,MOH,Budhaya Subcounty,gUaoj8Geuao,Bugiri,Bugiri District,gUaoj8Geuao,East Central,Eastern Region,adZ6T35ve4h
,Mbaare HC III,HC III,Buyinja Hub,Mbaare HC III,HC III,aJlqk5guS44,"[31.03911,-0.92005]",Government,MOH,Mbaare Subcounty,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Mbaba Community,HC III,Iganga Hub,Mbaba Community Based Health Care Centre HC II,HC III,Z91gnqYqZ04,0,Government,MOH,Kazo Subcounty,qf9xWZu7Dq8,Kiruhura,Kiruhura District,qf9xWZu7Dq8,South Western,Western Region,auJdpeHbeet
,Mbale HC II (Kyenjojo),HC IV,Kabale Hub,Mbale HC II,HC II,Dakg2qxUXlR,"[30.53043,0.56514]",Government,MOH,Nyabuharwa Subcounty,O9MoQcpZ4uA,Kyenjojo,Kyenjojo District,O9MoQcpZ4uA,Mid Western,Western Region,auJdpeHbeet
,Mbale Main Prisons HC III,HC III,Kalangala Hub ,Mbale Main Prison's HC III,HC III,AtuVg4C11UO,0,Government,Prisons,Industrial Division,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mbale Police HC III,HC II,Bugiri Hub,Mbale Police Clinic HC II,HC II,xJtAHm83ULs,0,Government,Police,Industrial Division,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mbale R R Hospital,HC III,Rwekubo Hub,Mbale REGIONAL REF HOSPITAL,RR Hospital,HpJYuf9iyz2,"[34.175455,1.077161]",Government,MOH,Mbale Northern Division,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mbarara Community Hospital,,Rushere Hub,Mbarara Community Hospital,General Hospital,NvEq5qtAV4e,"[30.65261,-0.58724]",Private For Profit,0,Kakiika Subcounty,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Mbarara HC IV,HC II,Kyenjojo Hub,Mbarara Municipal HC IV,HC IV,JWNfoLo4fx3,"[30.66006,-0.611890]",Government,MOH,Kamukuzi Division,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Mbarara Military Hospital,HC III,Mbale Hub,,,,,,,,,Mbarara,,,South Western,,
,Mbaya HC III,HC III,Mbale Hub,Mbaya HC III,HC III,fSqSx3rnDmx,"[34.32040,1.24473]",Government,MOH,Butandiga Subcounty,wJ2a6YKDFZW,Sironko,Sironko District,wJ2a6YKDFZW,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mbehenyi HC III,Regional Referral Hospital,Mbale Hub,Mbehenyi HC III,HC III,uxV110Fc7jo,"[33.962945,0.409984]",Government,MOH,Busia Masaba Subcounty,lkuO79O6mRx,Busia,Busia District,lkuO79O6mRx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mbirizi Moslem HC III,Hospital,Mbarara Hub,Mbirizi Muslim HC III,HC III,CijKO0Edzep,"[31.68109,-0.31302]",Private Not For Profit,UMMB,Lwengo Subcounty,aqpd0Y9eXZ2,Lwengo,Lwengo District,aqpd0Y9eXZ2,Central 1,Central Region,VA90IqaI4Ji
,Mbulamuti HC III,HC IV,Mbarara Hub,Mbulamuti HC III,HC III,aU7ebDxE9vM,"[33.05220,0.84686]",Government,MOH,Mbulamuti Subcounty,oyygQ2STBST,Kamuli,Kamuli District,oyygQ2STBST,East Central,Eastern Region,adZ6T35ve4h
,Medical Research Council (Mengo),Hospital,Mbarara Hub,Medical Research Center Clinic,Clinic,yKnFg0zI7sP,0,Government,MOH,Entebbe Division A Subcounty,aIahLLmtvgT,Kampala,Wakiso District,aIahLLmtvgT,Kampala,Central Region,VA90IqaI4Ji
,Medik Hospital Kawempe,HC III,Mbale Hub,Medik Medical Care,HC II,KIBO7wHAQCS,0,Private For Profit,Local Government,Kawempe Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Meeting Point Kampala,HC III,Masafu Hub,Meeting Point Kampala HC II,HC II,wJlfRRGNJ7j,0,Private For Profit,Local Government,Makindye Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Mella HC III,HC III,Lwengo Hub ,Mella HC III,HC III,hRQXf9wuHdW,0,Government,MOH,Mella Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Mende HC III,HC III,Kamuli Hub,Mende HC III,HC III,UkAhDd9JpYl,"[32.43214,0.46020]",Government,MOH,Mende Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Mengo Hospital Counselling & HomeCare,Clinic,Kampala Hub,Mengo Doctors Clinic,HC II,VxVlteqdqp3,0,Private For Profit,Local Government,Kampala Central Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Mengo Hospital-EMTCT,Hospital,Kampala Hub,Mengo HOSPITAL,General Hospital,BnSVCAr2iAw,"[32.55999,0.31306]",Private Not For Profit,UPMB,Rubaga Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Mengya HC II,Special Clinic,Kampala Hub,Mengya HC II,HC II,n3vBQJV5o90,"[34.53059,1.34841]",Government,MOH,Benet Subcounty,h1O9AvNR4jS,Kapchorwa,Kween District,h1O9AvNR4jS,Mid Eastern,Eastern Region,adZ6T35ve4h
,Merikit HC III,HC III,Tororo Hub,Merikit HC III,HC III,rxu4zvH3DC1,"[34.13961,0.81923]",Government,MOH,Merikit Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Metha Hospital,HC III,Wakiso Hub ,,,,,,,,,Buikwe ,,,Central 2,,
,Metu HC III,Special Clinic,Kampala Hub,Metu HC III,HC III,aoYoN1wkWDw,"[31.79071,3.63601]",Government,MOH,Metu Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
